num_of_nodes,num_of_edges,ratio_node_edge,bi_edge,ratio_bi_edge,min_out_degree,max_out_degree,avg_out_degree,min_in_degree,max_in_degree,avg_in_degree,num_of_odd_out_degree,ratio_of_odd_out_degree,num_of_even_out_degree,ratio_of_even_out_degree,num_of_odd_in_degree,ratio_of_odd_in_degree,num_of_even_in_degree,ratio_of_even_in_degree,num_of_odd_degree,ratio_of_odd_degree,num_of_even_degree,ratio_of_even_degree,out_degree_less_than_3,ratio_out_degree_less_than_3,in_degree_less_than_3,ratio_in_degree_less_than_3,degree_less_than_3,ratio_degree_less_than_3,dfs_1st_back_depth,sum_of_choices_along_path,depth_avg_DFS_backjump,depth_back_to_root,depth_back_to_any,depth_one_path,min_depth_bfs,max_depth_bfs,avg_depth_bfs,min_depth_beam,max_depth_beam,avg_depth_beam,runtime_ham10,runtime_ham2,runtime_ham4,runtime_ham6,runtime_ham8,runtime_ham9,Oracle
168.0,590.0,0.2847,566.0,0.9593,1.0,4.0,3.5119,2.0,4.0,3.5119,56.0,0.3333,112.0,0.6667,60.0,0.3571,108.0,0.6429,42.0,0.25,126.0,0.75,13.0,0.0774,11.0,0.0655,0.0,0.0,9.0,34.0,82.7273,2.0,2.0,13.0,9.0,24.0,16.7222,9.0,24.0,16.7222,199.99099999999999,54.48,1.328,194.735,22.526999999999997,39.129,1.328
168.0,590.0,0.2847,560.0,0.9492,2.0,4.0,3.5119,1.0,4.0,3.5119,56.0,0.3333,112.0,0.6667,58.0,0.3452,110.0,0.6548,46.0,0.2738,122.0,0.7262,13.0,0.0774,12.0,0.0714,0.0,0.0,3.0,11.0,79.7273,2.0,2.0,13.0,1.0,24.0,13.2059,1.0,24.0,14.6667,179.613,61.707,4.177,19.051,0.804,0.977,0.804
168.0,590.0,0.2847,560.0,0.9492,1.0,4.0,3.5119,2.0,4.0,3.5119,62.0,0.369,106.0,0.631,58.0,0.3452,110.0,0.6548,44.0,0.2619,124.0,0.7381,10.0,0.0595,12.0,0.0714,0.0,0.0,9.0,30.0,82.9091,2.0,2.0,13.0,2.0,24.0,13.9583,2.0,24.0,16.0,155.65,12.96,2.908,47.717,2.549,22.723000000000003,2.549
168.0,588.0,0.2857,558.0,0.9490000000000001,1.0,4.0,3.5,1.0,4.0,3.5,58.0,0.3452,110.0,0.6548,70.0,0.4167,98.0,0.5833,44.0,0.2619,124.0,0.7381,13.0,0.0774,7.0,0.0417,0.0,0.0,3.0,11.0,79.7273,2.0,2.0,3.0,10.0,24.0,15.6667,10.0,24.0,15.6667,199.99099999999999,193.33599999999998,7.1770000000000005,58.125,3.6319999999999997,18.65,3.6319999999999997
168.0,588.0,0.2857,558.0,0.9490000000000001,2.0,4.0,3.5,2.0,4.0,3.5,62.0,0.369,106.0,0.631,60.0,0.3571,108.0,0.6429,50.0,0.2976,118.0,0.7024,11.0,0.0655,12.0,0.0714,0.0,0.0,2.0,9.0,100.7273,2.0,2.0,8.0,6.0,24.0,16.9444,6.0,24.0,16.7059,199.99099999999999,34.722,41.70399999999999,125.822,84.20700000000001,118.973,34.722
168.0,588.0,0.2857,556.0,0.9456,1.0,4.0,3.5,2.0,4.0,3.5,58.0,0.3452,110.0,0.6548,52.0,0.3095,116.0,0.6905,48.0,0.2857,120.0,0.7143,13.0,0.0774,16.0,0.0952,0.0,0.0,2.0,8.0,74.7,2.0,2.0,13.0,1.0,24.0,13.4444,1.0,24.0,15.619000000000002,199.99,16.97,1.811,1.9580000000000002,9.582,3.37,1.811
168.0,588.0,0.2857,558.0,0.9490000000000001,2.0,4.0,3.5,2.0,4.0,3.5,66.0,0.3929,102.0,0.6071,68.0,0.4048,100.0,0.5952,46.0,0.2738,122.0,0.7262,9.0,0.0536,8.0,0.0476,0.0,0.0,7.0,27.0,102.4,2.0,2.0,3.0,7.0,24.0,15.7727,7.0,24.0,15.8636,199.99200000000002,106.68700000000001,5.36,32.387,41.481,115.22399999999999,5.36
168.0,584.0,0.2877,550.0,0.9418,1.0,4.0,3.4762,2.0,4.0,3.4762,54.0,0.3214,114.0,0.6786,62.0,0.369,106.0,0.631,50.0,0.2976,118.0,0.7024,17.0,0.1012,13.0,0.0774,0.0,0.0,1.0,5.0,70.625,2.0,2.0,13.0,1.0,24.0,13.6207,1.0,24.0,15.9091,188.90400000000002,199.995,3.884,10.864,6.34,10.545,3.884
168.0,582.0,0.2887,544.0,0.9347,1.0,4.0,3.4643,2.0,4.0,3.4643,62.0,0.369,106.0,0.631,58.0,0.3452,110.0,0.6548,48.0,0.2857,120.0,0.7143,14.0,0.0833,16.0,0.0952,0.0,0.0,1.0,5.0,79.9167,2.0,2.0,13.0,5.0,24.0,15.6471,5.0,24.0,15.6471,186.27,1.053,17.598,16.155,3.4930000000000003,1.757,1.053
168.0,582.0,0.2887,546.0,0.9381,1.0,4.0,3.4643,1.0,4.0,3.4643,56.0,0.3333,112.0,0.6667,60.0,0.3571,108.0,0.6429,46.0,0.2738,122.0,0.7262,17.0,0.1012,15.0,0.0893,0.0,0.0,1.0,4.0,84.0,2.0,2.0,1.0,4.0,24.0,16.2105,5.0,24.0,14.7727,199.99099999999999,28.618000000000002,14.052999999999999,199.995,3.2060000000000004,2.1,2.1
168.0,616.0,0.2727,612.0,0.9935,2.0,4.0,3.6667,2.0,4.0,3.6667,48.0,0.2857,120.0,0.7143,48.0,0.2857,120.0,0.7143,8.0,0.0476,160.0,0.9524,4.0,0.0238,4.0,0.0238,0.0,0.0,5.0,21.0,95.2857,2.0,2.0,13.0,10.0,24.0,17.3571,10.0,24.0,17.3571,194.607,199.993,22.44,22.355,1.9080000000000001,20.504,1.9080000000000001
168.0,616.0,0.2727,612.0,0.9935,2.0,4.0,3.6667,2.0,4.0,3.6667,48.0,0.2857,120.0,0.7143,48.0,0.2857,120.0,0.7143,8.0,0.0476,160.0,0.9524,4.0,0.0238,4.0,0.0238,0.0,0.0,1.0,5.0,81.6,2.0,2.0,13.0,11.0,24.0,17.5,11.0,24.0,17.5,162.253,32.284,8.731,44.605,1.181,93.64299999999999,1.181
168.0,578.0,0.2907,536.0,0.9273,1.0,4.0,3.4405,2.0,4.0,3.4405,56.0,0.3333,112.0,0.6667,54.0,0.3214,114.0,0.6786,62.0,0.369,106.0,0.631,19.0,0.1131,20.0,0.11900000000000001,0.0,0.0,1.0,4.0,84.5455,2.0,2.0,1.0,6.0,24.0,14.2857,4.0,24.0,12.7059,199.99200000000002,98.036,3.094,6.824,9.304,50.833,3.094
168.0,572.0,0.2937,530.0,0.9266,1.0,4.0,3.4048,1.0,4.0,3.4048,62.0,0.369,106.0,0.631,60.0,0.3571,108.0,0.6429,50.0,0.2976,118.0,0.7024,19.0,0.1131,20.0,0.11900000000000001,0.0,0.0,4.0,13.0,66.7692,2.0,2.0,1.0,5.0,24.0,14.5909,5.0,24.0,14.7826,199.99200000000002,199.993,199.993,179.785,199.995,170.99099999999999,170.99099999999999
168.0,616.0,0.2727,612.0,0.9935,2.0,4.0,3.6667,2.0,4.0,3.6667,48.0,0.2857,120.0,0.7143,48.0,0.2857,120.0,0.7143,8.0,0.0476,160.0,0.9524,4.0,0.0238,4.0,0.0238,0.0,0.0,6.0,22.0,78.0,2.0,2.0,13.0,11.0,24.0,17.9231,11.0,24.0,17.9231,199.97,116.648,1.9280000000000002,73.87100000000001,6.029,199.995,1.9280000000000002
168.0,568.0,0.2958,518.0,0.912,1.0,4.0,3.3810000000000002,1.0,4.0,3.3810000000000002,70.0,0.4167,98.0,0.5833,68.0,0.4048,100.0,0.5952,54.0,0.3214,114.0,0.6786,17.0,0.1012,18.0,0.1071,0.0,0.0,4.0,17.0,94.5,2.0,2.0,12.0,8.0,25.0,16.32,8.0,25.0,16.125,199.99200000000002,199.993,199.993,199.986,199.995,199.995,199.986
168.0,562.0,0.2989,504.0,0.8968,1.0,4.0,3.3452,1.0,4.0,3.3452,68.0,0.4048,100.0,0.5952,60.0,0.3571,108.0,0.6429,74.0,0.4405,94.0,0.5595,21.0,0.125,25.0,0.1488,0.0,0.0,7.0,23.0,83.2308,2.0,2.0,17.0,3.0,24.0,14.5455,8.0,24.0,15.8276,199.99099999999999,199.993,199.99599999999998,199.995,199.995,189.00799999999998,189.00799999999998
168.0,562.0,0.2989,508.0,0.9039,1.0,4.0,3.3452,1.0,4.0,3.3452,76.0,0.4524,92.0,0.5476,74.0,0.4405,94.0,0.5595,72.0,0.4286,96.0,0.5714,17.0,0.1012,18.0,0.1071,0.0,0.0,8.0,27.0,86.6923,2.0,2.0,7.0,5.0,24.0,14.7576,5.0,24.0,14.6471,199.99400000000003,199.99599999999998,199.995,136.30700000000002,199.995,187.93099999999998,136.30700000000002
168.0,562.0,0.2989,508.0,0.9039,1.0,4.0,3.3452,1.0,4.0,3.3452,62.0,0.369,106.0,0.631,64.0,0.381,104.0,0.619,62.0,0.369,106.0,0.631,24.0,0.1429,23.0,0.1369,0.0,0.0,8.0,28.0,73.5,2.0,2.0,13.0,2.0,24.0,14.0,2.0,24.0,15.0345,199.99,199.99400000000003,199.995,144.486,199.995,135.665,135.665
168.0,614.0,0.2736,608.0,0.9902,2.0,4.0,3.6548,2.0,4.0,3.6548,48.0,0.2857,120.0,0.7143,48.0,0.2857,120.0,0.7143,12.0,0.0714,156.0,0.9286,5.0,0.0298,5.0,0.0298,0.0,0.0,8.0,29.0,82.5,2.0,2.0,13.0,11.0,24.0,17.9286,11.0,24.0,17.9286,199.99,120.177,3.237,199.99400000000003,11.544,29.68,3.237
168.0,614.0,0.2736,608.0,0.9902,2.0,4.0,3.6548,2.0,4.0,3.6548,44.0,0.2619,124.0,0.7381,46.0,0.2738,122.0,0.7262,12.0,0.0714,156.0,0.9286,7.0,0.0417,6.0,0.0357,0.0,0.0,2.0,8.0,80.4,2.0,2.0,13.0,10.0,24.0,17.5,10.0,24.0,17.5,148.482,5.624,10.837,113.33200000000001,5.662999999999999,144.924,5.624
168.0,614.0,0.2736,608.0,0.9902,2.0,4.0,3.6548,2.0,4.0,3.6548,46.0,0.2738,122.0,0.7262,42.0,0.25,126.0,0.75,12.0,0.0714,156.0,0.9286,6.0,0.0357,8.0,0.0476,0.0,0.0,1.0,5.0,94.4286,2.0,2.0,13.0,11.0,24.0,17.9231,11.0,24.0,17.9231,170.622,91.07799999999999,17.707,23.833000000000002,7.654,199.99400000000003,7.654
168.0,614.0,0.2736,608.0,0.9902,2.0,4.0,3.6548,2.0,4.0,3.6548,48.0,0.2857,120.0,0.7143,50.0,0.2976,118.0,0.7024,10.0,0.0595,158.0,0.9405,5.0,0.0298,4.0,0.0238,0.0,0.0,1.0,5.0,89.8571,2.0,2.0,13.0,9.0,24.0,16.9333,9.0,24.0,16.9333,199.993,199.99599999999998,2.472,199.99,3.486,11.812999999999999,2.472
168.0,558.0,0.3011,504.0,0.9032,1.0,4.0,3.3214,1.0,4.0,3.3214,66.0,0.3929,102.0,0.6071,68.0,0.4048,100.0,0.5952,60.0,0.3571,108.0,0.6429,24.0,0.1429,23.0,0.1369,0.0,0.0,3.0,13.0,80.8667,2.0,2.0,1.0,7.0,24.0,16.125,7.0,24.0,15.913,199.99400000000003,122.695,199.995,106.256,199.995,70.90100000000001,70.90100000000001
168.0,614.0,0.2736,608.0,0.9902,2.0,4.0,3.6548,2.0,4.0,3.6548,48.0,0.2857,120.0,0.7143,48.0,0.2857,120.0,0.7143,12.0,0.0714,156.0,0.9286,5.0,0.0298,5.0,0.0298,0.0,0.0,4.0,16.0,80.4,2.0,2.0,13.0,11.0,24.0,17.6429,11.0,24.0,17.6429,199.97400000000002,0.851,7.604,27.932,6.005,199.981,0.851
168.0,614.0,0.2736,608.0,0.9902,2.0,4.0,3.6548,2.0,4.0,3.6548,50.0,0.2976,118.0,0.7024,50.0,0.2976,118.0,0.7024,12.0,0.0714,156.0,0.9286,4.0,0.0238,4.0,0.0238,0.0,0.0,6.0,25.0,83.2,2.0,2.0,13.0,11.0,24.0,17.5,11.0,24.0,17.5,152.486,18.424,5.773,6.827999999999999,2.917,7.7589999999999995,2.917
168.0,614.0,0.2736,610.0,0.9935,2.0,4.0,3.6548,2.0,4.0,3.6548,48.0,0.2857,120.0,0.7143,46.0,0.2738,122.0,0.7262,8.0,0.0476,160.0,0.9524,5.0,0.0298,6.0,0.0357,0.0,0.0,3.0,13.0,87.0,2.0,2.0,13.0,11.0,24.0,17.9231,11.0,24.0,17.9231,198.984,32.172,13.542,0.6659999999999999,19.66,174.85,0.6659999999999999
168.0,614.0,0.2736,608.0,0.9902,2.0,4.0,3.6548,2.0,4.0,3.6548,50.0,0.2976,118.0,0.7024,50.0,0.2976,118.0,0.7024,12.0,0.0714,156.0,0.9286,4.0,0.0238,4.0,0.0238,0.0,0.0,4.0,15.0,78.0,2.0,2.0,13.0,9.0,24.0,17.2857,9.0,24.0,17.2857,199.993,77.569,7.831,9.835,3.435,11.59,3.435
168.0,556.0,0.3022,498.0,0.8957,1.0,4.0,3.3095,1.0,4.0,3.3095,62.0,0.369,106.0,0.631,78.0,0.4643,90.0,0.5357,72.0,0.4286,96.0,0.5714,27.0,0.1607,19.0,0.1131,0.0,0.0,1.0,4.0,89.0,2.0,2.0,1.0,3.0,24.0,14.3824,5.0,24.0,15.0625,166.899,96.375,199.995,191.077,79.572,145.476,79.572
168.0,614.0,0.2736,608.0,0.9902,2.0,4.0,3.6548,2.0,4.0,3.6548,46.0,0.2738,122.0,0.7262,48.0,0.2857,120.0,0.7143,12.0,0.0714,156.0,0.9286,6.0,0.0357,5.0,0.0298,0.0,0.0,4.0,14.0,84.5,2.0,2.0,13.0,11.0,24.0,17.9231,11.0,24.0,17.9231,199.99400000000003,122.306,12.772,9.531,1.6130000000000002,14.498,1.6130000000000002
168.0,554.0,0.3032,496.0,0.8953,1.0,4.0,3.2976,1.0,4.0,3.2976,74.0,0.4405,94.0,0.5595,64.0,0.381,104.0,0.619,66.0,0.3929,102.0,0.6071,22.0,0.131,27.0,0.1607,0.0,0.0,1.0,4.0,67.4444,2.0,2.0,1.0,6.0,24.0,14.8889,4.0,24.0,14.6333,199.99,199.99,175.852,151.885,153.826,125.166,125.166
168.0,554.0,0.3032,494.0,0.8917,1.0,4.0,3.2976,1.0,4.0,3.2976,68.0,0.4048,100.0,0.5952,78.0,0.4643,90.0,0.5357,64.0,0.381,104.0,0.619,25.0,0.1488,20.0,0.11900000000000001,0.0,0.0,1.0,5.0,83.5769,2.0,2.0,14.0,1.0,24.0,13.4167,1.0,24.0,14.4375,199.989,199.99099999999999,199.99599999999998,199.945,199.995,199.989,199.945
168.0,552.0,0.3043,490.0,0.8877,1.0,4.0,3.2857,1.0,4.0,3.2857,76.0,0.4524,92.0,0.5476,74.0,0.4405,94.0,0.5595,64.0,0.381,104.0,0.619,22.0,0.131,23.0,0.1369,0.0,0.0,3.0,9.0,81.4615,34.0,3.0,1.0,4.0,24.0,14.6552,4.0,24.0,15.5926,180.55599999999998,199.993,199.99599999999998,199.99099999999999,172.173,198.56099999999998,172.173
168.0,552.0,0.3043,488.0,0.8841,2.0,4.0,3.2857,1.0,4.0,3.2857,74.0,0.4405,94.0,0.5595,70.0,0.4167,98.0,0.5833,78.0,0.4643,90.0,0.5357,23.0,0.1369,25.0,0.1488,0.0,0.0,3.0,10.0,81.5333,2.0,2.0,3.0,6.0,26.0,15.2667,6.0,26.0,15.3333,199.99099999999999,199.99599999999998,192.916,199.99099999999999,199.995,168.804,168.804
168.0,548.0,0.3066,478.0,0.8723,1.0,4.0,3.2619,1.0,4.0,3.2619,72.0,0.4286,96.0,0.5714,74.0,0.4405,94.0,0.5595,78.0,0.4643,90.0,0.5357,26.0,0.1548,25.0,0.1488,0.0,0.0,1.0,4.0,66.6429,2.0,2.0,12.0,4.0,24.0,14.3929,4.0,24.0,15.6667,199.993,148.833,199.99599999999998,94.215,199.995,86.245,86.245
168.0,612.0,0.2745,604.0,0.9869,2.0,4.0,3.6429,2.0,4.0,3.6429,44.0,0.2619,124.0,0.7381,48.0,0.2857,120.0,0.7143,16.0,0.0952,152.0,0.9048,8.0,0.0476,6.0,0.0357,0.0,0.0,3.0,13.0,73.6667,2.0,2.0,13.0,2.0,24.0,14.1,2.0,24.0,16.9333,180.752,4.61,2.772,66.767,20.480999999999998,15.849,2.772
168.0,612.0,0.2745,604.0,0.9869,2.0,4.0,3.6429,2.0,4.0,3.6429,50.0,0.2976,118.0,0.7024,50.0,0.2976,118.0,0.7024,16.0,0.0952,152.0,0.9048,5.0,0.0298,5.0,0.0298,0.0,0.0,5.0,19.0,80.8571,2.0,2.0,13.0,10.0,24.0,17.25,10.0,24.0,17.375,199.993,199.99200000000002,5.916,28.237,0.904,199.99200000000002,0.904
168.0,612.0,0.2745,604.0,0.9869,2.0,4.0,3.6429,2.0,4.0,3.6429,48.0,0.2857,120.0,0.7143,48.0,0.2857,120.0,0.7143,16.0,0.0952,152.0,0.9048,6.0,0.0357,6.0,0.0357,0.0,0.0,1.0,5.0,80.4,2.0,2.0,13.0,10.0,24.0,17.2,10.0,24.0,17.2,199.99200000000002,6.064,15.716,146.541,9.097999999999999,43.604,6.064
168.0,612.0,0.2745,604.0,0.9869,2.0,4.0,3.6429,1.0,4.0,3.6429,44.0,0.2619,124.0,0.7381,46.0,0.2738,122.0,0.7262,16.0,0.0952,152.0,0.9048,8.0,0.0476,7.0,0.0417,0.0,0.0,1.0,5.0,85.1429,2.0,2.0,12.0,10.0,24.0,17.5,10.0,24.0,17.5,199.99400000000003,199.993,2.9219999999999997,199.99,20.412,126.68,2.9219999999999997
168.0,612.0,0.2745,604.0,0.9869,2.0,4.0,3.6429,2.0,4.0,3.6429,46.0,0.2738,122.0,0.7262,48.0,0.2857,120.0,0.7143,16.0,0.0952,152.0,0.9048,7.0,0.0417,6.0,0.0357,0.0,0.0,11.0,43.0,80.4,2.0,2.0,13.0,4.0,24.0,16.0,4.0,24.0,16.0,199.99,103.92299999999999,5.056,21.355,9.065,50.118,5.056
192.0,712.0,0.2697,712.0,1.0,2.0,4.0,3.7083,2.0,4.0,3.7083,48.0,0.25,144.0,0.75,48.0,0.25,144.0,0.75,0.0,0.0,192.0,1.0,4.0,0.0208,4.0,0.0208,0.0,0.0,6.0,20.0,95.6,2.0,2.0,17.0,11.0,26.0,18.2941,11.0,26.0,18.2941,134.81799999999998,100.794,20.061,2.497,17.453,124.876,2.497
192.0,712.0,0.2697,712.0,1.0,2.0,4.0,3.7083,2.0,4.0,3.7083,48.0,0.25,144.0,0.75,48.0,0.25,144.0,0.75,0.0,0.0,192.0,1.0,4.0,0.0208,4.0,0.0208,0.0,0.0,8.0,33.0,95.6,2.0,2.0,17.0,11.0,26.0,18.2941,11.0,26.0,18.2941,135.19,70.493,20.108,2.509,17.277,126.139,2.509
176.0,647.0,0.272,646.0,0.9985,2.0,4.0,3.6761,2.0,4.0,3.6761,45.0,0.2557,131.0,0.7443,45.0,0.2557,131.0,0.7443,2.0,0.0114,174.0,0.9886,6.0,0.0341,6.0,0.0341,0.0,0.0,2.0,9.0,96.0,2.0,2.0,17.0,11.0,24.0,17.3529,11.0,24.0,17.3529,29.406,179.47099999999998,11.380999999999998,27.4,13.824000000000002,8.019,8.019
192.0,702.0,0.2735,692.0,0.9858,2.0,4.0,3.6563,2.0,4.0,3.6563,52.0,0.2708,140.0,0.7292,50.0,0.2604,142.0,0.7396,20.0,0.1042,172.0,0.8958,7.0,0.0365,8.0,0.0417,0.0,0.0,2.0,8.0,103.3333,2.0,2.0,17.0,7.0,26.0,16.8636,7.0,26.0,16.8636,121.876,18.717,87.64,31.443,39.455,26.147,18.717
176.0,637.0,0.2763,626.0,0.9827,1.0,4.0,3.6193,1.0,4.0,3.6193,49.0,0.2784,127.0,0.7216,51.0,0.2898,125.0,0.7102,22.0,0.125,154.0,0.875,9.0,0.0511,8.0,0.0455,0.0,0.0,1.0,5.0,84.6667,8.0,3.0,17.0,11.0,24.0,17.3333,11.0,24.0,17.3333,199.99400000000003,199.99599999999998,199.99599999999998,199.989,199.99400000000003,199.982,199.982
176.0,647.0,0.272,646.0,0.9985,2.0,4.0,3.6761,2.0,4.0,3.6761,47.0,0.267,129.0,0.733,45.0,0.2557,131.0,0.7443,2.0,0.0114,174.0,0.9886,5.0,0.0284,6.0,0.0341,0.0,0.0,9.0,37.0,92.4,2.0,2.0,17.0,11.0,24.0,17.3529,11.0,24.0,17.3529,199.989,85.152,15.58,133.77200000000002,2.238,1.804,1.804
176.0,637.0,0.2763,626.0,0.9827,2.0,4.0,3.6193,2.0,4.0,3.6193,51.0,0.2898,125.0,0.7102,51.0,0.2898,125.0,0.7102,22.0,0.125,154.0,0.875,8.0,0.0455,8.0,0.0455,0.0,0.0,1.0,5.0,91.8333,2.0,2.0,17.0,3.0,24.0,16.2632,3.0,24.0,16.2632,53.852,199.99099999999999,14.929,30.47,5.2139999999999995,25.011999999999997,5.2139999999999995
176.0,637.0,0.2763,626.0,0.9827,1.0,4.0,3.6193,2.0,4.0,3.6193,55.0,0.3125,121.0,0.6875,53.0,0.3011,123.0,0.6989,22.0,0.125,154.0,0.875,6.0,0.0341,7.0,0.0398,0.0,0.0,5.0,19.0,89.2,2.0,2.0,17.0,11.0,24.0,16.5238,11.0,24.0,16.5238,37.398,199.99400000000003,9.854,199.99400000000003,44.07,199.99200000000002,9.854
176.0,637.0,0.2763,626.0,0.9827,2.0,4.0,3.6193,2.0,4.0,3.6193,51.0,0.2898,125.0,0.7102,53.0,0.3011,123.0,0.6989,20.0,0.1136,156.0,0.8864,8.0,0.0455,7.0,0.0398,0.0,0.0,4.0,17.0,55.5,2.0,2.0,17.0,11.0,24.0,16.7368,11.0,24.0,16.7368,152.881,6.478,6.522,4.067,23.339000000000002,151.202,4.067
176.0,637.0,0.2763,626.0,0.9827,2.0,4.0,3.6193,2.0,4.0,3.6193,51.0,0.2898,125.0,0.7102,53.0,0.3011,123.0,0.6989,22.0,0.125,154.0,0.875,8.0,0.0455,7.0,0.0398,0.0,0.0,2.0,8.0,83.4286,2.0,2.0,17.0,3.0,24.0,16.2105,3.0,24.0,16.2105,3.8089999999999997,12.47,30.43,70.47,37.72,132.431,3.8089999999999997
